id_partido,equipo_local,equipo_visitante,Division,Temporada,fecha_dt,goles_local,goles_visitante,arbitro,estadio,odd_1,odd_x,odd_2,Informe_Tarjetas,Asistencia_miles
214076,Leganes,Athletic Club,1,2019,2019-09-25 19:00:00,1,1,José González,Estadio Municipal de Butarque,2.87,3.0,2.7,Hubo 00 amarillas mostradas al equipo local;Hubo 01 tarjetas amarillas para el equipo visitantes;Hubo 00 rojas a jugadores visitantes;Hubo 00 rojas a jugadores del equipo local,44214
214080,Valencia,Getafe,1,2019,2019-09-25 20:00:00,3,3,José Munuera,Estadio de Mestalla,1.9,3.3,4.5,Hubo 01 amarillas para jugadores del equipo local;Hubo 04  tarjetas amarillas de jugadores visitantes;Hubo 0 tajetas rojas al equipo visitante;Hubo 00 rojas a jugadores del equipo local,64127
214078,Real Madrid,Osasuna,1,2019,2019-09-25 21:00:00,2,0,Antonio Mateu,Estadio Santiago Bernabéu,1.2,7.0,13.0,Hubo 2 amarillas mostradas al equipo local;Hubo 00 tarjetas rojas sobre el equipo local;Hubo 00 rojas a jugadores visitantes;Hubo 02 tarjetas amarillas para el equipo visitantes,37392
214075,Eibar,Sevilla,1,2019,2019-09-26 19:00:00,3,2,Pablo González,Estadio Municipal de Ipurúa,3.5,3.3,2.15,Hubo 4 tarjetas amarillas para el equipo visitantes;Hubo 3 amarillas para jugadores del equipo local;Hubo 00 rojas a jugadores del equipo local;Hubo 00 rojas a jugadores visitantes,45170
214074,Celta Vigo,Espanyol,1,2019,2019-09-26 20:00:00,1,1,José Sánchez,Abanca-Balaídos,1.85,3.5,4.2,Hubo 5  tarjetas amarillas de jugadores visitantes;Hubo 02 amarillas para jugadores del equipo local;Hubo 00 rojas a jugadores visitantes;Hubo 0 tarjetas rojas sobre el equipo local,30973
214079,Real Sociedad,Alaves,1,2019,2019-09-26 21:00:00,3,0,David Medié,Reale Arena,1.6,4.0,5.5,Hubo 00 rojas a jugadores del equipo local;Hubo 01 rojas a jugadores visitantes;Hubo 04  tarjetas amarillas de jugadores visitantes;Hubo 1 amarillas para jugadores del equipo local,40194
214083,Athletic Club,Valencia,1,2019,2019-09-28 13:00:00,0,1,Mario Melero,San Mamés Barria,2.2,3.2,3.5,Hubo 0 rojas a jugadores del equipo local;Hubo 02 amarillas mostradas al equipo local;Hubo 0 rojas a jugadores visitantes;Hubo 05  tarjetas amarillas de jugadores visitantes,42890
214087,Getafe,Barcelona,1,2019,2019-09-28 16:00:00,0,2,Jesús Gil,Coliseum Alfonso Pérez,4.33,3.4,1.85,Hubo 4 amarillas mostradas al equipo local;Hubo 0 rojas a jugadores del equipo local;Hubo 04  tarjetas amarillas de jugadores visitantes;Hubo 01 rojas a jugadores visitantes,17031
214483,Fuenlabrada,Rayo Vallecano,2,2019,2019-09-28 16:00:00,2,2,Javier Iglesias,Estadio Fernando Torres,3.2,3.0,2.4,Hubo 01 amarillas mostradas al equipo local;Hubo 0 rojas a jugadores visitantes;Hubo 6 tarjetas amarillas para el equipo visitantes;Hubo 00 tarjetas rojas sobre el equipo local,88920
214484,Huesca,Girona,2,2019,2019-09-28 18:00:00,1,0,Oliver De La Fuente,Estadio El Alcoraz,2.25,3.0,3.5,Hubo 5  tarjetas amarillas de jugadores visitantes;Hubo 02 amarillas mostradas al equipo local;Hubo 00 rojas a jugadores del equipo local;Hubo 00 rojas a jugadores visitantes,34458
214088,Granada CF,Leganes,1,2019,2019-09-28 18:30:00,1,0,Adrián Cordero,Estadio Nuevo Los Cármenes,2.4,3.1,3.2,Hubo 04  tarjetas amarillas de jugadores visitantes;Hubo 03 amarillas mostradas al equipo local;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 00 tajetas rojas al equipo visitante,69974
214084,Atletico Madrid,Real Madrid,1,2019,2019-09-28 21:00:00,0,0,José González,Estadio Wanda Metropolitano,2.4,3.3,3.0,Hubo 1 amarillas mostradas al equipo local;Hubo 0 rojas a jugadores del equipo local;Hubo 02  tarjetas amarillas de jugadores visitantes;Hubo 0 rojas a jugadores visitantes,22281
214086,Espanyol,Valladolid,1,2019,2019-09-29 12:00:00,0,2,Guillermo Cuadra,RCDE Stadium,1.95,3.3,4.2,Hubo 01 rojas a jugadores del equipo local;Hubo 0 rojas a jugadores visitantes;Hubo 0 tarjetas amarillas para el equipo visitantes;Hubo 02 amarillas para jugadores del equipo local,28852
214487,Malaga,Sporting Gijon,2,2019,2019-09-29 12:00:00,0,0,Dámaso Arcediano,Estadio La Rosaleda,2.3,2.87,3.5,Hubo 00 rojas a jugadores visitantes;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 01  tarjetas amarillas de jugadores visitantes;Hubo 2 amarillas mostradas al equipo local,88561
214085,Eibar,Celta Vigo,1,2019,2019-09-29 14:00:00,2,0,Juan Martínez,Estadio Municipal de Ipurúa,2.25,3.3,3.25,Hubo 3 amarillas mostradas al equipo local;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 00 rojas a jugadores visitantes;Hubo 1  tarjetas amarillas de jugadores visitantes,15931
214082,Alaves,Mallorca,1,2019,2019-09-29 16:00:00,2,0,Carlos Del Cerro,Estadio de Mendizorroza,2.2,3.2,3.5,Hubo 02 amarillas mostradas al equipo local;Hubo 0 tajetas rojas al equipo visitante;Hubo 00 rojas a jugadores del equipo local;Hubo 3  tarjetas amarillas de jugadores visitantes,14904
214480,Almeria,Cadiz,2,2019,2019-09-29 16:00:00,1,2,Daniel Trujillo,Estadio de los Juegos Mediterráneos,2.25,3.0,3.5,Hubo 0 tarjetas rojas sobre el equipo local;Hubo 03  tarjetas amarillas de jugadores visitantes;Hubo 01 rojas a jugadores visitantes;Hubo 02 amarillas para jugadores del equipo local,54193
214089,Levante,Osasuna,1,2019,2019-09-29 18:30:00,1,1,César Soto,Estadio Ciudad de Valencia,2.15,3.5,3.4,Hubo 1 tarjetas rojas sobre el equipo local;Hubo 00  tarjetas amarillas de jugadores visitantes;Hubo 00 tajetas rojas al equipo visitante;Hubo 06 amarillas para jugadores del equipo local,26054
214488,Oviedo,Zaragoza,2,2019,2019-09-29 18:30:00,2,2,Isidro Díaz de Mera,Estadio Nuevo Carlos Tartiere,2.8,3.0,2.7,Hubo 0 tarjetas rojas sobre el equipo local;Hubo 00 tajetas rojas al equipo visitante;Hubo 04 amarillas mostradas al equipo local;Hubo 3  tarjetas amarillas de jugadores visitantes,63730
214090,Sevilla,Real Sociedad,1,2019,2019-09-29 21:00:00,3,2,Javier Alberola,Estadio Ramón Sánchez Pizjuán,1.85,3.5,4.5,Hubo 01 tarjetas amarillas para el equipo visitantes;Hubo 01 amarillas para jugadores del equipo local;Hubo 0 rojas a jugadores visitantes;Hubo 00 tarjetas rojas sobre el equipo local,34290
214481,Deportivo La Coruna,Mirandes,2,2019,2019-09-29 21:00:00,1,1,Miguel Ortiz,Estadio Abanca-Riazor,1.57,3.6,6.5,Hubo 1  tarjetas amarillas de jugadores visitantes;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 02 amarillas mostradas al equipo local;Hubo 0 rojas a jugadores visitantes,53448
214095,Leganes,Levante,1,2019,2019-10-05 13:00:00,1,2,José Munuera,Estadio Municipal de Butarque,2.0,3.5,3.8,Hubo 3 amarillas para jugadores del equipo local;Hubo 0 rojas a jugadores visitantes;Hubo 05  tarjetas amarillas de jugadores visitantes;Hubo 0 tarjetas rojas sobre el equipo local,30430
214098,Real Madrid,Granada CF,1,2019,2019-10-05 16:00:00,4,2,Santiago Jaime,Estadio Santiago Bernabéu,1.28,5.75,10.0,Hubo 4 amarillas para jugadores del equipo local;Hubo 00 rojas a jugadores del equipo local;Hubo 05 tarjetas amarillas para el equipo visitantes;Hubo 00 tajetas rojas al equipo visitante,61058
214100,Valencia,Alaves,1,2019,2019-10-05 18:30:00,2,1,Eduardo Prieto,Estadio de Mestalla,1.5,4.33,6.5,Hubo 01 amarillas mostradas al equipo local;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 03  tarjetas amarillas de jugadores visitantes;Hubo 0 tajetas rojas al equipo visitante,18719
214097,Osasuna,Villarreal,1,2019,2019-10-05 21:00:00,2,1,Valentín Pizarro,Estadio El Sadar,3.0,3.3,2.4,Hubo 00 tarjetas rojas sobre el equipo local;Hubo 2 tarjetas amarillas para el equipo visitantes;Hubo 2 amarillas mostradas al equipo local;Hubo 0 tajetas rojas al equipo visitante,34912
214096,Mallorca,Espanyol,1,2019,2019-10-06 12:00:00,2,0,Ricardo De Burgos,Iberostar Estadi,2.45,3.25,3.0,Hubo 00 rojas a jugadores visitantes;Hubo 03  tarjetas amarillas de jugadores visitantes;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 01 amarillas para jugadores del equipo local,29873
214504,Fuenlabrada,Sporting Gijon,2,2019,2019-10-06 12:00:00,2,0,Isidro Díaz de Mera,Estadio Fernando Torres,2.8,2.87,2.8,Hubo 0 rojas a jugadores visitantes;Hubo 3 amarillas para jugadores del equipo local;Hubo 0 rojas a jugadores del equipo local;Hubo 07  tarjetas amarillas de jugadores visitantes,44137
214094,Celta Vigo,Athletic Club,1,2019,2019-10-06 14:00:00,1,0,David Medié,Abanca-Balaídos,2.7,3.0,2.87,Hubo 0 rojas a jugadores visitantes;Hubo 00 amarillas mostradas al equipo local;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 05  tarjetas amarillas de jugadores visitantes,115571
214508,Oviedo,Numancia,2,2019,2019-10-06 16:00:00,1,1,Daniel Trujillo,Estadio Nuevo Carlos Tartiere,1.72,3.4,5.25,Hubo 03  tarjetas amarillas de jugadores visitantes;Hubo 2 amarillas mostradas al equipo local;Hubo 0 tajetas rojas al equipo visitante;Hubo 00 tarjetas rojas sobre el equipo local,12398
214511,Zaragoza,Cadiz,2,2019,2019-10-06 16:00:00,0,2,Oliver De La Fuente,Estadio de la Romareda,2.1,3.0,3.8,Hubo 00 tajetas rojas al equipo visitante;Hubo 3  tarjetas amarillas de jugadores visitantes;Hubo 0 rojas a jugadores del equipo local;Hubo 02 amarillas para jugadores del equipo local,50251
214101,Valladolid,Atletico Madrid,1,2019,2019-10-06 16:00:00,0,0,José Sánchez,Estadio Municipal José Zorrilla,5.5,3.5,1.72,Hubo 4 tarjetas amarillas para el equipo visitantes;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 00 rojas a jugadores visitantes;Hubo 6 amarillas mostradas al equipo local,72559
214099,Real Sociedad,Getafe,1,2019,2019-10-06 18:30:00,1,2,Pablo González,Reale Arena,1.9,3.4,4.33,Hubo 4  tarjetas amarillas de jugadores visitantes;Hubo 00 rojas a jugadores visitantes;Hubo 2 amarillas mostradas al equipo local;Hubo 1 rojas a jugadores del equipo local,21140
214502,Deportivo La Coruna,Almeria,2,2019,2019-10-06 18:30:00,0,0,Gorka Sagues,Estadio Abanca-Riazor,2.1,3.0,4.0,Hubo 1 tarjetas rojas sobre el equipo local;Hubo 00 rojas a jugadores visitantes;Hubo 2 amarillas mostradas al equipo local;Hubo 02  tarjetas amarillas de jugadores visitantes,79328
214505,Huesca,Malaga,2,2019,2019-10-06 20:00:00,2,0,Miguel Ortiz,Estadio El Alcoraz,2.1,3.1,3.75,Hubo 00 rojas a jugadores del equipo local;Hubo 03  tarjetas amarillas de jugadores visitantes;Hubo 2 amarillas para jugadores del equipo local;Hubo 01 tajetas rojas al equipo visitante,30067
214509,Racing Santander,Girona,2,2019,2019-10-06 20:30:00,0,3,Dámaso Arcediano,Campos de Sport de El Sardinero,2.45,3.0,3.2,Hubo 02 amarillas mostradas al equipo local;Hubo 00 rojas a jugadores visitantes;Hubo 05  tarjetas amarillas de jugadores visitantes;Hubo 0 rojas a jugadores del equipo local,32859
214092,Barcelona,Sevilla,1,2019,2019-10-06 21:00:00,4,0,Antonio Mateu,Camp Nou,1.5,4.2,7.0,Hubo 5 amarillas mostradas al equipo local;Hubo 02 tarjetas rojas sobre el equipo local;Hubo 03 tarjetas amarillas para el equipo visitantes;Hubo 0 tajetas rojas al equipo visitante,32503
214513,Almeria,Lugo,2,2019,2019-10-12 16:00:00,0,0,Iosu Galech,Estadio de los Juegos Mediterráneos,1.5,4.0,7.0,Hubo 04  tarjetas amarillas de jugadores visitantes;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 04 amarillas mostradas al equipo local;Hubo 00 rojas a jugadores visitantes,4901
214522,Sporting Gijon,Alcorcon,2,2019,2019-10-12 16:00:00,1,3,Javier Iglesias,Estadio Municipal El Molinón,1.8,3.25,5.0,Hubo 0 rojas a jugadores visitantes;Hubo 00 tarjetas rojas sobre el equipo local;Hubo 02 tarjetas amarillas para el equipo visitantes;Hubo 5 amarillas mostradas al equipo local,25931
214514,Extremadura,Ponferradina,2,2019,2019-10-12 18:00:00,1,1,Jorge Figueroa,Estadio Francisco de la Hera,1.9,3.1,4.75,Hubo 02 tarjetas amarillas para el equipo visitantes;Hubo 00 tajetas rojas al equipo visitante;Hubo 5 amarillas mostradas al equipo local;Hubo 00 rojas a jugadores del equipo local,8218
214519,Malaga,Cadiz,2,2019,2019-10-12 18:00:00,1,2,Rubén Ávalos,Estadio La Rosaleda,4.6,3.3,1.83,Hubo 0 rojas a jugadores visitantes;Hubo 2 amarillas mostradas al equipo local;Hubo 2 tarjetas amarillas para el equipo visitantes;Hubo 0 rojas a jugadores del equipo local,4799
214518,Mirandes,Fuenlabrada,2,2019,2019-10-13 12:00:00,2,1,Alejandro Muñiz,Estadio Municipal de Anduva,2.9,3.0,2.62,Hubo 02 tarjetas amarillas para el equipo visitantes;Hubo 0 tajetas rojas al equipo visitante;Hubo 00 tarjetas rojas sobre el equipo local;Hubo 02 amarillas mostradas al equipo local,20439
214520,Numancia,Zaragoza,2,2019,2019-10-13 16:00:00,0,1,José López,Nuevo Estadio Los Pajaritos,3.2,3.1,2.3,Hubo 00 tajetas rojas al equipo visitante;Hubo 3 tarjetas amarillas para el equipo visitantes;Hubo 0 amarillas para jugadores del equipo local;Hubo 00 tarjetas rojas sobre el equipo local,67169
214516,Huesca,Racing Santander,2,2019,2019-10-13 18:00:00,1,1,Álvaro Moreno,Estadio El Alcoraz,1.6,4.0,5.25,Hubo 00 rojas a jugadores visitantes;Hubo 01 tarjetas amarillas para el equipo visitantes;Hubo 00 amarillas mostradas al equipo local;Hubo 00 tarjetas rojas sobre el equipo local,24598
214512,Albacete,Oviedo,2,2019,2019-10-13 18:00:00,1,2,Juan Pulido,Estadio Carlos Belmonte,2.2,3.1,3.4,Hubo 02 amarillas para jugadores del equipo local;Hubo 02  tarjetas amarillas de jugadores visitantes;Hubo 00 tajetas rojas al equipo visitante;Hubo 00 tarjetas rojas sobre el equipo local,4217
214517,Las Palmas,Deportivo La Coruna,2,2019,2019-10-13 21:00:00,3,0,Luis Milla,Estadio de Gran Canaria,2.45,3.0,3.1,Hubo 00 tarjetas rojas sobre el equipo local;Hubo 4 amarillas para jugadores del equipo local;Hubo 03  tarjetas amarillas de jugadores visitantes;Hubo 0 rojas a jugadores visitantes,68457
214105,Eibar,Barcelona,1,2019,2019-10-19 13:00:00,0,3,Mario Melero,Estadio Municipal de Ipurúa,6.0,4.5,1.5,Hubo 0 rojas a jugadores visitantes;Hubo 0 rojas a jugadores del equipo local;Hubo 0 tarjetas amarillas para el equipo visitantes;Hubo 5 amarillas mostradas al equipo local,26577
214523,Alcorcon,Almeria,2,2019,2019-10-19 16:00:00,2,2,Isidro Díaz de Mera,Estadio Santo Domingo,2.45,3.0,3.1,Hubo 07 amarillas mostradas al equipo local;Hubo 1 rojas a jugadores del equipo local;Hubo 1 rojas a jugadores visitantes;Hubo 04 tarjetas amarillas para el equipo visitantes,36805
214104,Atletico Madrid,Valencia,1,2019,2019-10-19 16:00:00,1,1,Adrián Cordero,Estadio Wanda Metropolitano,1.57,3.75,6.0,Hubo 02 amarillas para jugadores del equipo local;Hubo 1 tajetas rojas al equipo visitante;Hubo 01 tarjetas amarillas para el equipo visitantes;Hubo 0 rojas a jugadores del equipo local,62512
214529,Lugo,Huesca,2,2019,2019-10-19 18:00:00,3,2,Aitor Gorostegui,Estadio Anxo Carro,2.9,3.1,2.5,Hubo 5  tarjetas amarillas de jugadores visitantes;Hubo 1 rojas a jugadores del equipo local;Hubo 1 rojas a jugadores visitantes;Hubo 04 amarillas mostradas al equipo local,63571
214526,Elche,Sporting Gijon,2,2019,2019-10-19 18:00:00,0,1,Miguel Ortiz,Estadio Manuel Martínez Valero,2.37,3.1,3.1,Hubo 05  tarjetas amarillas de jugadores visitantes;Hubo 03 amarillas para jugadores del equipo local;Hubo 0 tajetas rojas al equipo visitante;Hubo 0 rojas a jugadores del equipo local,21443
214107,Getafe,Leganes,1,2019,2019-10-19 18:30:00,2,0,Juan Martínez,Coliseum Alfonso Pérez,1.85,3.1,5.25,Hubo 04  tarjetas amarillas de jugadores visitantes;Hubo 00 rojas a jugadores del equipo local;Hubo 0 rojas a jugadores visitantes;Hubo 01 amarillas para jugadores del equipo local,11542
214109,Mallorca,Real Madrid,1,2019,2019-10-19 21:00:00,1,0,Javier Alberola,Iberostar Estadi,6.5,4.0,1.53,Hubo 0 tarjetas rojas sobre el equipo local;Hubo 2 amarillas para jugadores del equipo local;Hubo 1 tajetas rojas al equipo visitante;Hubo 02 tarjetas amarillas para el equipo visitantes,48261
214102,Alaves,Celta Vigo,1,2019,2019-10-20 12:00:00,2,0,José González,Estadio de Mendizorroza,2.9,3.0,2.62,Hubo 05 amarillas mostradas al equipo local;Hubo 0 rojas a jugadores visitantes;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 01  tarjetas amarillas de jugadores visitantes,29679
214528,Fuenlabrada,Albacete,2,2019,2019-10-20 12:00:00,0,1,Jon González,Estadio Fernando Torres,1.85,3.2,4.75,Hubo 02 amarillas para jugadores del equipo local;Hubo 0 rojas a jugadores del equipo local;Hubo 0 tajetas rojas al equipo visitante;Hubo 04 tarjetas amarillas para el equipo visitantes,33649
214110,Real Sociedad,Real Betis,1,2019,2019-10-20 14:00:00,3,1,César Soto,Reale Arena,1.75,3.9,4.33,Hubo 00 tajetas rojas al equipo visitante;Hubo 00 rojas a jugadores del equipo local;Hubo 2 tarjetas amarillas para el equipo visitantes;Hubo 04 amarillas mostradas al equipo local,78806
214106,Espanyol,Villarreal,1,2019,2019-10-20 16:00:00,0,1,Carlos Del Cerro,RCDE Stadium,3.0,3.3,2.37,Hubo 00 tarjetas rojas sobre el equipo local;Hubo 1  tarjetas amarillas de jugadores visitantes;Hubo 2 amarillas mostradas al equipo local;Hubo 00 tajetas rojas al equipo visitante,16191
214525,Deportivo La Coruna,Malaga,2,2019,2019-10-20 16:00:00,0,2,Oliver De La Fuente,Estadio Abanca-Riazor,2.0,3.25,4.0,Hubo 0 tajetas rojas al equipo visitante;Hubo 01 tarjetas amarillas para el equipo visitantes;Hubo 1 amarillas mostradas al equipo local;Hubo 00 tarjetas rojas sobre el equipo local,20854
214532,Tenerife,Racing Santander,2,2019,2019-10-20 18:00:00,3,3,Santiago Varón,Estadio Heliodoro Rodríguez Lopéz,1.75,3.3,5.25,Hubo 01 amarillas mostradas al equipo local;Hubo 5 tarjetas amarillas para el equipo visitantes;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 00 tajetas rojas al equipo visitante,35420
214103,Athletic Club,Valladolid,1,2019,2019-10-20 18:30:00,1,1,Jesús Gil,San Mamés Barria,1.66,3.4,6.5,Hubo 00 tarjetas rojas sobre el equipo local;Hubo 02 amarillas mostradas al equipo local;Hubo 0 rojas a jugadores visitantes;Hubo 03 tarjetas amarillas para el equipo visitantes,541
214111,Sevilla,Levante,1,2019,2019-10-20 21:00:00,1,0,Guillermo Cuadra,Estadio Ramón Sánchez Pizjuán,1.33,5.5,9.0,Hubo 02 tarjetas amarillas para el equipo visitantes;Hubo 00 rojas a jugadores del equipo local;Hubo 02 amarillas para jugadores del equipo local;Hubo 0 tajetas rojas al equipo visitante,3013
214116,Leganes,Mallorca,1,2019,2019-10-26 16:00:00,1,0,Eduardo Prieto,Estadio Municipal de Butarque,1.8,3.4,4.75,Hubo 4 amarillas para jugadores del equipo local;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 1 tarjetas amarillas para el equipo visitantes;Hubo 00 rojas a jugadores visitantes,32211
214539,Mirandes,Tenerife,2,2019,2019-10-26 18:00:00,0,0,Daniel Ocón,Estadio Municipal de Anduva,2.5,3.1,2.9,Hubo 1  tarjetas amarillas de jugadores visitantes;Hubo 03 amarillas para jugadores del equipo local;Hubo 00 tarjetas rojas sobre el equipo local;Hubo 00 tajetas rojas al equipo visitante,54849
214542,Racing Santander,Deportivo La Coruna,2,2019,2019-10-26 18:00:00,1,1,Rubén Ávalos,Campos de Sport de El Sardinero,2.6,3.1,2.8,Hubo 00 rojas a jugadores visitantes;Hubo 02 amarillas mostradas al equipo local;Hubo 00 rojas a jugadores del equipo local;Hubo 03 tarjetas amarillas para el equipo visitantes,639
214121,Valladolid,Eibar,1,2019,2019-10-26 18:30:00,2,0,José Munuera,Estadio Municipal José Zorrilla,2.4,3.1,3.2,Hubo 1 amarillas para jugadores del equipo local;Hubo 00 tajetas rojas al equipo visitante;Hubo 00 rojas a jugadores del equipo local;Hubo 2 tarjetas amarillas para el equipo visitantes,60960
214540,Malaga,Oviedo,2,2019,2019-10-26 20:00:00,2,1,Iosu Galech,Estadio La Rosaleda,2.3,3.0,3.4,Hubo 05  tarjetas amarillas de jugadores visitantes;Hubo 01 tajetas rojas al equipo visitante;Hubo 7 amarillas para jugadores del equipo local;Hubo 00 rojas a jugadores del equipo local,11078
214112,Atletico Madrid,Athletic Club,1,2019,2019-10-26 21:00:00,2,0,Alejandro Hernández,Estadio Wanda Metropolitano,1.7,3.5,5.75,Hubo 2  tarjetas amarillas de jugadores visitantes;Hubo 00 rojas a jugadores visitantes;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 2 amarillas para jugadores del equipo local,31600
214536,Girona,Alcorcon,2,2019,2019-10-27 11:00:00,0,0,Luis Milla,Estadi Municipal de Montilivi,1.61,3.4,6.5,Hubo 05 tarjetas amarillas para el equipo visitantes;Hubo 00 rojas a jugadores del equipo local;Hubo 04 amarillas para jugadores del equipo local;Hubo 0 rojas a jugadores visitantes,11326
214114,Celta Vigo,Real Sociedad,1,2019,2019-10-27 11:00:00,0,1,Valentín Pizarro,Abanca-Balaídos,3.0,3.25,2.45,Hubo 00 tajetas rojas al equipo visitante;Hubo 05 amarillas para jugadores del equipo local;Hubo 1 tarjetas rojas sobre el equipo local;Hubo 2 tarjetas amarillas para el equipo visitantes,16561
214115,Granada CF,Real Betis,1,2019,2019-10-27 13:00:00,1,0,Antonio Mateu,Estadio Nuevo Los Cármenes,2.45,3.2,3.0,Hubo 04  tarjetas amarillas de jugadores visitantes;Hubo 0 rojas a jugadores visitantes;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 03 amarillas para jugadores del equipo local,42354
214117,Levante,Espanyol,1,2019,2019-10-27 15:00:00,0,1,Pablo González,Estadio Ciudad de Valencia,2.1,3.5,3.5,Hubo 02 amarillas mostradas al equipo local;Hubo 00 rojas a jugadores del equipo local;Hubo 03  tarjetas amarillas de jugadores visitantes;Hubo 00 tajetas rojas al equipo visitante,22921
214538,Las Palmas,Fuenlabrada,2,2019,2019-10-27 17:00:00,1,3,Víctor Areces,Estadio de Gran Canaria,1.95,3.3,4.0,Hubo 6 tarjetas amarillas para el equipo visitantes;Hubo 00 rojas a jugadores del equipo local;Hubo 04 amarillas para jugadores del equipo local;Hubo 01 rojas a jugadores visitantes,5995
214537,Huesca,Elche,2,2019,2019-10-27 17:00:00,2,0,Juan Pulido,Estadio El Alcoraz,1.57,3.4,7.5,Hubo 03 amarillas para jugadores del equipo local;Hubo 00 tajetas rojas al equipo visitante;Hubo 00 tarjetas rojas sobre el equipo local;Hubo 04 tarjetas amarillas para el equipo visitantes,16682
214119,Sevilla,Getafe,1,2019,2019-10-27 17:30:00,2,0,José Sánchez,Estadio Ramón Sánchez Pizjuán,1.72,3.3,6.0,Hubo 0 rojas a jugadores del equipo local;Hubo 02 amarillas para jugadores del equipo local;Hubo 3 tarjetas amarillas para el equipo visitantes;Hubo 0 tajetas rojas al equipo visitante,74275
214118,Osasuna,Valencia,1,2019,2019-10-27 20:00:00,3,1,Santiago Jaime,Estadio El Sadar,2.87,3.1,2.62,Hubo 01 tajetas rojas al equipo visitante;Hubo 00 tarjetas rojas sobre el equipo local;Hubo 01 amarillas para jugadores del equipo local;Hubo 1  tarjetas amarillas de jugadores visitantes,93609
214122,Alaves,Atletico Madrid,1,2019,2019-10-29 19:00:00,1,1,Javier Estrada,Estadio de Mendizorroza,6.0,3.5,1.65,Hubo 03 amarillas mostradas al equipo local;Hubo 3 tarjetas amarillas para el equipo visitantes;Hubo 0 rojas a jugadores del equipo local;Hubo 00 rojas a jugadores visitantes,22813
214124,Barcelona,Valladolid,1,2019,2019-10-29 21:15:00,5,1,Javier Alberola,Camp Nou,1.12,9.5,17.0,Hubo 00 amarillas para jugadores del equipo local;Hubo 0 tarjetas rojas sobre el equipo local;Hubo 00 tajetas rojas al equipo visitante;Hubo 03 tarjetas amarillas para el equipo visitantes,40014
214131,Valencia,Sevilla,1,2019,2019-10-30 19:00:00,1,1,Carlos Del Cerro,Estadio de Mestalla,2.8,3.4,2.5,Hubo 0 rojas a jugadores del equipo local;Hubo 06 amarillas mostradas al equipo local;Hubo 03 tarjetas amarillas para el equipo visitantes;Hubo 00 rojas a jugadores visitantes,17697
214130,Real Sociedad,Levante,1,2019,2019-10-30 19:00:00,1,2,Mario Melero,Reale Arena,1.5,4.5,6.5,Hubo 4 tarjetas amarillas para el equipo visitantes;Hubo 0 rojas a jugadores del equipo local;Hubo 03 amarillas para jugadores del equipo local;Hubo 00 tajetas rojas al equipo visitante,34790
214123,Athletic Club,Espanyol,1,2019,2019-10-30 20:00:00,3,0,Juan Martínez,San Mamés Barria,1.9,3.25,4.5,Hubo 0 rojas a jugadores visitantes;Hubo 0 amarillas mostradas al equipo local;Hubo 01 tarjetas amarillas para el equipo visitantes;Hubo 0 tarjetas rojas sobre el equipo local,41518
214125,Real Betis,Celta Vigo,1,2019,2019-10-30 21:00:00,2,1,Jesús Gil,Estadio Benito Villamarín,2.0,3.5,3.75,Hubo 00 tarjetas rojas sobre el equipo local;Hubo 0 tajetas rojas al equipo visitante;Hubo 06 amarillas mostradas al equipo local;Hubo 01  tarjetas amarillas de jugadores visitantes,42206
214129,Real Madrid,Leganes,1,2019,2019-10-30 21:15:00,5,0,César Soto,Estadio Santiago Bernabéu,1.25,6.0,12.0,Hubo 00 tarjetas rojas sobre el equipo local;Hubo 1 amarillas para jugadores del equipo local;Hubo 00 tajetas rojas al equipo visitante;Hubo 5 tarjetas amarillas para el equipo visitantes,63627
214128,Mallorca,Osasuna,1,2019,2019-10-31 19:00:00,2,2,Adrián Cordero,Iberostar Estadi,2.45,3.0,3.1,Hubo 0 tajetas rojas al equipo visitante;Hubo 01 amarillas para jugadores del equipo local;Hubo 5 tarjetas amarillas para el equipo visitantes;Hubo 00 rojas a jugadores del equipo local,7253
214126,Eibar,Villarreal,1,2019,2019-10-31 19:00:00,2,1,Guillermo Cuadra,Estadio Municipal de Ipurúa,2.62,3.5,2.5,Hubo 00 tarjetas rojas sobre el equipo local;Hubo 03 tarjetas amarillas para el equipo visitantes;Hubo 00 tajetas rojas al equipo visitante;Hubo 0 amarillas para jugadores del equipo local,44137
214127,Getafe,Granada CF,1,2019,2019-10-31 21:15:00,3,1,José González,Coliseum Alfonso Pérez,1.9,3.3,4.33,Hubo 05 tarjetas amarillas para el equipo visitantes;Hubo 05 amarillas mostradas al equipo local;Hubo 00 rojas a jugadores del equipo local;Hubo 0 tajetas rojas al equipo visitante,20360
